Extra Small Onions (< 1 3/4 in),Small Onions (1 3/4 - 1 13/16 in),Medium Onions (1 13/16 - 1 7/8 in),Large Onions(1 7/8 in - 2 in),Extra Large Onions (+ 2 in),Latitude,Longitude,Speed (km/h),Time,Filename
6,0,0,0,0,45.17131,-73.35220,16.779120000000002,133127.0,E:/shal_lotH_1149_20191003/result_images/114934.png
14,0,0,0,0,45.17136,-73.35231,21.81656,133129.0,E:/shal_lotH_1149_20191003/result_images/114940.png
2,0,0,0,0,45.17162,-73.35272,29.33568,133135.0,E:/shal_lotH_1149_20191003/result_images/114948.png
2,0,0,0,0,45.17199,-73.35328,29.48384,133142.3,E:/shal_lotH_1149_20191003/result_images/114954.png
3,0,0,0,0,45.17230,-73.35377,31.42844,133148.5,E:/shal_lotH_1149_20191003/result_images/115000.png
8,0,0,0,0,45.17261,-73.35424,30.872840000000004,133154.5,E:/shal_lotH_1149_20191003/result_images/115006.png
1,0,0,0,0,45.17291,-73.35470,26.24284,133200.3,E:/shal_lotH_1149_20191003/result_images/115011.png
5,0,0,0,0,45.17312,-73.35502,16.1124,133206.1,E:/shal_lotH_1149_20191003/result_images/115017.png
9,0,0,0,0,45.17310,-73.35529,18.8904,133211.7,E:/shal_lotH_1149_20191003/result_images/115023.png
23,1,1,0,3,45.17283,-73.35562,23.20556,133218.1,E:/shal_lotH_1149_20191003/result_images/115030.png
8,1,0,0,1,45.17263,-73.35593,15.33456,133224.6,E:/shal_lotH_1149_20191003/result_images/115037.png
6,0,0,0,0,45.17279,-73.35635,21.05724,133232.2,E:/shal_lotH_1149_20191003/result_images/115044.png
6,0,0,0,0,45.17304,-73.35670,22.612920000000003,133238.7,E:/shal_lotH_1149_20191003/result_images/115050.png
15,0,0,0,0,45.17325,-73.35703,20.0942,133244.7,E:/shal_lotH_1149_20191003/result_images/115056.png
31,1,0,1,2,45.17320,-73.35745,26.18728,133250.3,E:/shal_lotH_1149_20191003/result_images/115103.png
20,0,1,1,1,45.17286,-73.35790,23.890800000000002,133257.6,E:/shal_lotH_1149_20191003/result_images/115111.png
23,2,1,0,2,45.17253,-73.35836,25.02052,133305.4,E:/shal_lotH_1149_20191003/result_images/115118.png
6,0,0,0,0,45.17219,-73.35882,23.22408,133313.0,E:/shal_lotH_1149_20191003/result_images/115126.png
3,0,0,0,0,45.17199,-73.35913,8.00064,133320.7,E:/shal_lotH_1149_20191003/result_images/115132.png
6,0,0,0,0,45.17201,-73.35932,10.51936,133327.2,E:/shal_lotH_1149_20191003/result_images/115139.png
0,0,0,0,0,45.17218,-73.35945,13.112160000000001,133333.4,E:/shal_lotH_1149_20191003/result_images/115145.png
3,0,0,0,0,45.17229,-73.35969,11.96392,133340.0,E:/shal_lotH_1149_20191003/result_images/115151.png
3,0,0,0,0,45.17223,-73.35996,13.07512,133346.1,E:/shal_lotH_1149_20191003/result_images/115157.png
3,0,0,0,0,45.17216,-73.36022,13.68628,133352.2,E:/shal_lotH_1149_20191003/result_images/115204.png
3,0,0,0,0,45.17207,-73.36048,13.50108,133358.4,E:/shal_lotH_1149_20191003/result_images/115210.png
6,0,0,0,0,45.17199,-73.36075,12.85288,133404.8,E:/shal_lotH_1149_20191003/result_images/115216.png
2,0,0,0,0,45.17191,-73.36103,12.5936,133411.2,E:/shal_lotH_1149_20191003/result_images/115223.png
4,0,0,0,0,45.17183,-73.36130,14.704880000000001,133417.4,E:/shal_lotH_1149_20191003/result_images/115229.png
5,0,0,0,0,45.17174,-73.36159,13.667760000000001,133423.7,E:/shal_lotH_1149_20191003/result_images/115235.png
13,0,0,0,0,45.17165,-73.36186,13.59368,133430.2,E:/shal_lotH_1149_20191003/result_images/115242.png
17,0,0,0,0,45.17156,-73.36210,11.96392,133436.4,E:/shal_lotH_1149_20191003/result_images/115248.png
7,0,0,0,1,45.17145,-73.36235,13.556640000000002,133442.9,E:/shal_lotH_1149_20191003/result_images/115255.png
5,0,0,0,0,45.17136,-73.36268,12.926960000000001,133450.2,E:/shal_lotH_1149_20191003/result_images/115302.png
8,0,0,0,0,45.17129,-73.36292,12.48248,133456.5,E:/shal_lotH_1149_20191003/result_images/115308.png
4,0,1,0,0,45.17123,-73.36311,4.27812,133502.5,E:/shal_lotH_1149_20191003/result_images/115314.png
8,0,1,0,0,45.17119,-73.36324,6.33384,133508.7,E:/shal_lotH_1149_20191003/result_images/115320.png
5,0,0,0,0,45.17116,-73.36332,2.55576,133514.8,E:/shal_lotH_1149_20191003/result_images/115326.png
1,0,0,0,0,45.17115,-73.36336,0.77784,133521.1,E:/shal_lotH_1149_20191003/result_images/115332.png
3,0,0,0,0,45.17118,-73.36343,8.18584,133526.7,E:/shal_lotH_1149_20191003/result_images/115338.png
4,0,0,0,0,45.17129,-73.36355,8.77848,133532.6,E:/shal_lotH_1149_20191003/result_images/115344.png
5,0,0,0,0,45.17142,-73.36365,8.6118,133538.8,E:/shal_lotH_1149_20191003/result_images/115350.png
2,1,0,0,0,45.17151,-73.36371,4.22256,133545.0,E:/shal_lotH_1149_20191003/result_images/115356.png
4,0,0,0,0,45.17155,-73.36375,2.9261600000000003,133551.2,E:/shal_lotH_1149_20191003/result_images/115402.png
3,0,0,0,0,45.17158,-73.36377,2.07424,133557.0,E:/shal_lotH_1149_20191003/result_images/115408.png
28,0,0,1,1,45.17160,-73.36379,1.0186000000000002,133602.8,E:/shal_lotH_1149_20191003/result_images/115414.png
22,0,0,1,11,45.17162,-73.36380,1.79644,133608.9,E:/shal_lotH_1149_20191003/result_images/115422.png
28,1,0,0,7,45.17166,-73.36378,1.74088,133616.3,E:/shal_lotH_1149_20191003/result_images/115429.png
26,2,3,1,16,45.17169,-73.36380,1.74088,133623.6,E:/shal_lotH_1149_20191003/result_images/115437.png
14,2,2,2,6,45.17172,-73.36382,2.4076000000000004,133631.7,E:/shal_lotH_1149_20191003/result_images/115445.png
41,0,0,2,10,45.17175,-73.36385,1.83348,133640.1,E:/shal_lotH_1149_20191003/result_images/115452.png
28,0,0,3,16,45.17178,-73.36387,1.8149600000000001,133646.8,E:/shal_lotH_1149_20191003/result_images/115501.png
14,1,0,1,3,45.17181,-73.36390,2.18536,133655.5,E:/shal_lotH_1149_20191003/result_images/115509.png
21,2,0,1,8,45.17186,-73.36392,2.5002000000000004,133703.3,E:/shal_lotH_1149_20191003/result_images/115515.png
31,2,1,2,10,45.17190,-73.36396,2.24092,133710.2,E:/shal_lotH_1149_20191003/result_images/115524.png
16,0,0,1,12,45.17194,-73.36399,2.778,133718.4,E:/shal_lotH_1149_20191003/result_images/115532.png
22,2,3,3,5,45.17198,-73.36402,2.55576,133726.6,E:/shal_lotH_1149_20191003/result_images/115539.png
11,1,0,1,19,45.17202,-73.36404,2.3890800000000003,133734.1,E:/shal_lotH_1149_20191003/result_images/115547.png
30,0,0,0,9,45.17206,-73.36407,2.79652,133741.3,E:/shal_lotH_1149_20191003/result_images/115554.png
28,1,3,2,12,45.17210,-73.36411,2.42612,133749.1,E:/shal_lotH_1149_20191003/result_images/115603.png
23,1,1,0,21,45.17215,-73.36415,3.12988,133757.5,E:/shal_lotH_1149_20191003/result_images/115611.png
13,1,2,1,4,45.17220,-73.36418,2.33352,133805.4,E:/shal_lotH_1149_20191003/result_images/115619.png
22,3,0,2,2,45.17224,-73.36421,2.6854,133813.6,E:/shal_lotH_1149_20191003/result_images/115625.png
22,0,1,3,14,45.17228,-73.36424,2.9632000000000005,133820.1,E:/shal_lotH_1149_20191003/result_images/115632.png
11,0,0,0,2,45.17232,-73.36427,2.5928,133827.2,E:/shal_lotH_1149_20191003/result_images/115641.png
23,2,3,0,2,45.17237,-73.36431,2.70392,133835.9,E:/shal_lotH_1149_20191003/result_images/115648.png
18,0,0,0,10,45.17241,-73.36434,2.79652,133842.6,E:/shal_lotH_1149_20191003/result_images/115655.png
29,0,0,1,9,45.17246,-73.36437,2.62984,133849.6,E:/shal_lotH_1149_20191003/result_images/115702.png
30,2,1,1,10,45.17250,-73.36440,2.70392,133856.9,E:/shal_lotH_1149_20191003/result_images/115710.png
10,1,1,1,1,45.17255,-73.36444,2.18536,133905.1,E:/shal_lotH_1149_20191003/result_images/115718.png
31,1,1,5,3,45.17259,-73.36446,2.75948,133912.4,E:/shal_lotH_1149_20191003/result_images/115725.png
23,0,1,0,3,45.17264,-73.36450,2.70392,133919.3,E:/shal_lotH_1149_20191003/result_images/115732.png
2,1,0,0,1,45.17269,-73.36454,2.88912,133927.1,E:/shal_lotH_1149_20191003/result_images/115739.png
6,1,0,1,1,45.17273,-73.36457,2.778,133933.6,E:/shal_lotH_1149_20191003/result_images/115745.png
34,0,0,0,11,45.17277,-73.36460,3.0002400000000002,133939.9,E:/shal_lotH_1149_20191003/result_images/115752.png
22,3,1,4,14,45.17280,-73.36462,2.64836,133946.3,E:/shal_lotH_1149_20191003/result_images/115800.png
25,2,1,2,7,45.17285,-73.36466,2.98172,133954.8,E:/shal_lotH_1149_20191003/result_images/115808.png
12,0,0,0,0,45.17291,-73.36470,2.75948,134003.1,E:/shal_lotH_1149_20191003/result_images/115816.png
12,2,0,0,0,45.17295,-73.36474,2.75948,134010.8,E:/shal_lotH_1149_20191003/result_images/115823.png
18,1,0,1,5,45.17299,-73.36477,2.8520800000000004,134017.5,E:/shal_lotH_1149_20191003/result_images/115829.png
15,0,2,1,1,45.17304,-73.36480,2.9261600000000003,134024.1,E:/shal_lotH_1149_20191003/result_images/115836.png
8,0,1,1,1,45.17309,-73.36483,3.09284,134031.2,E:/shal_lotH_1149_20191003/result_images/115843.png
19,0,0,1,6,45.17313,-73.36486,2.9076400000000002,134038.2,E:/shal_lotH_1149_20191003/result_images/115850.png
13,0,0,1,0,45.17317,-73.36490,2.81504,134044.7,E:/shal_lotH_1149_20191003/result_images/115858.png
4,0,0,0,0,45.17322,-73.36494,2.66688,134052.7,E:/shal_lotH_1149_20191003/result_images/115904.png
12,0,1,1,3,45.17326,-73.36497,2.27796,134058.7,E:/shal_lotH_1149_20191003/result_images/115910.png
6,1,0,1,0,45.17329,-73.36499,2.53724,134104.6,E:/shal_lotH_1149_20191003/result_images/115916.png
11,0,0,1,1,45.17332,-73.36501,2.57428,134111.0,E:/shal_lotH_1149_20191003/result_images/115923.png
16,0,0,0,1,45.17336,-73.36504,2.62984,134118.0,E:/shal_lotH_1149_20191003/result_images/115930.png
34,3,1,1,8,45.17339,-73.36506,2.35204,134124.7,E:/shal_lotH_1149_20191003/result_images/115936.png
3,0,0,0,0,45.17343,-73.36509,2.2224,134131.2,E:/shal_lotH_1149_20191003/result_images/115944.png
19,0,2,2,5,45.17347,-73.36512,2.2964800000000003,134139.2,E:/shal_lotH_1149_20191003/result_images/115950.png
20,1,1,2,4,45.17350,-73.36514,1.2964,134145.0,E:/shal_lotH_1149_20191003/result_images/115957.png
0,0,1,0,0,45.17350,-73.36514,1.6853200000000002,134151.8,E:/shal_lotH_1149_20191003/result_images/120004.png
1,0,0,0,0,45.17354,-73.36519,3.2965600000000004,134158.8,E:/shal_lotH_1149_20191003/result_images/120010.png
1,0,0,0,0,45.17354,-73.36530,6.833880000000001,134204.9,E:/shal_lotH_1149_20191003/result_images/120015.png
1,0,0,0,0,45.17350,-73.36541,6.926480000000001,134210.1,E:/shal_lotH_1149_20191003/result_images/120021.png
2,0,0,0,0,45.17344,-73.36551,6.352360000000001,134215.4,E:/shal_lotH_1149_20191003/result_images/120026.png
9,0,0,0,1,45.17339,-73.36561,6.14864,134220.9,E:/shal_lotH_1149_20191003/result_images/120031.png
39,0,0,0,5,45.17335,-73.36568,5.037440000000001,134226.1,E:/shal_lotH_1149_20191003/result_images/120038.png
46,1,1,3,2,45.17327,-73.36565,5.2041200000000005,134232.5,E:/shal_lotH_1149_20191003/result_images/120046.png
41,1,0,1,5,45.17324,-73.36562,1.83348,134240.7,E:/shal_lotH_1149_20191003/result_images/120054.png
38,0,2,1,4,45.17326,-73.36563,1.2593600000000003,134249.1,E:/shal_lotH_1149_20191003/result_images/120103.png
21,0,0,0,2,45.17324,-73.36564,1.00008,134257.4,E:/shal_lotH_1149_20191003/result_images/120110.png
34,0,0,2,7,45.17323,-73.36563,1.00008,134304.9,E:/shal_lotH_1149_20191003/result_images/120118.png
33,2,0,4,8,45.17319,-73.36562,1.5001200000000001,134312.5,E:/shal_lotH_1149_20191003/result_images/120126.png
30,3,2,0,13,45.17316,-73.36559,1.7038400000000002,134320.8,E:/shal_lotH_1149_20191003/result_images/120134.png
20,0,1,0,3,45.17312,-73.36556,2.315,134328.6,E:/shal_lotH_1149_20191003/result_images/120142.png
24,1,2,4,19,45.17308,-73.36554,2.9076400000000002,134336.3,E:/shal_lotH_1149_20191003/result_images/120149.png
22,2,1,1,13,45.17305,-73.36551,1.79644,134344.2,E:/shal_lotH_1149_20191003/result_images/120157.png
6,0,0,0,2,45.17301,-73.36548,2.07424,134351.8,E:/shal_lotH_1149_20191003/result_images/120205.png
26,3,2,1,8,45.17296,-73.36545,3.03728,134359.6,E:/shal_lotH_1149_20191003/result_images/120211.png
31,2,1,2,8,45.17292,-73.36540,3.3706400000000003,134405.7,E:/shal_lotH_1149_20191003/result_images/120219.png
27,1,1,3,7,45.17276,-73.36528,11.87132,134413.7,E:/shal_lotH_1149_20191003/result_images/120227.png
33,2,1,0,3,45.17252,-73.36510,13.667760000000001,134421.6,E:/shal_lotH_1149_20191003/result_images/120235.png
33,1,1,1,4,45.17227,-73.36491,15.667920000000002,134429.4,E:/shal_lotH_1149_20191003/result_images/120243.png
26,0,1,3,6,45.17201,-73.36464,14.945640000000001,134437.6,E:/shal_lotH_1149_20191003/result_images/120251.png
30,1,1,1,5,45.17175,-73.36438,16.519840000000002,134445.5,E:/shal_lotH_1149_20191003/result_images/120259.png
20,0,1,3,3,45.17150,-73.36413,16.4828,134453.5,E:/shal_lotH_1149_20191003/result_images/120307.png
20,2,3,4,9,45.17124,-73.36388,15.075280000000001,134501.6,E:/shal_lotH_1149_20191003/result_images/120314.png
24,2,0,1,6,45.17108,-73.36362,13.46404,134509.0,E:/shal_lotH_1149_20191003/result_images/120323.png
27,0,0,0,5,45.17115,-73.36335,5.1856,134517.6,E:/shal_lotH_1149_20191003/result_images/120331.png
21,0,1,2,2,45.17124,-73.36329,4.48184,134525.8,E:/shal_lotH_1149_20191003/result_images/120339.png
20,1,0,1,8,45.17126,-73.36323,2.14832,134534.0,E:/shal_lotH_1149_20191003/result_images/120347.png
28,0,0,3,21,45.17120,-73.36327,8.759960000000001,134541.4,E:/shal_lotH_1149_20191003/result_images/120355.png
31,2,1,4,11,45.17110,-73.36352,7.296880000000001,134550.0,E:/shal_lotH_1149_20191003/result_images/120404.png
24,0,1,0,14,45.17117,-73.36374,9.46372,134558.5,E:/shal_lotH_1149_20191003/result_images/120412.png
34,0,0,2,14,45.17134,-73.36392,9.4452,134606.7,E:/shal_lotH_1149_20191003/result_images/120420.png
35,0,1,1,9,45.17151,-73.36407,10.57492,134615.0,E:/shal_lotH_1149_20191003/result_images/120428.png
25,0,1,1,14,45.17170,-73.36422,10.66752,134623.2,E:/shal_lotH_1149_20191003/result_images/120437.png
23,2,2,0,11,45.17188,-73.36435,10.35268,134631.4,E:/shal_lotH_1149_20191003/result_images/120445.png
25,1,0,1,9,45.17205,-73.36448,5.7412,134639.8,E:/shal_lotH_1149_20191003/result_images/120453.png
29,3,3,1,4,45.17213,-73.36454,1.5927200000000001,134648.2,E:/shal_lotH_1149_20191003/result_images/120502.png
16,1,0,2,1,45.17218,-73.36457,2.72244,134657.0,E:/shal_lotH_1149_20191003/result_images/120511.png
29,1,2,1,4,45.17222,-73.36455,1.9446,134705.4,E:/shal_lotH_1149_20191003/result_images/120517.png
21,0,1,2,4,45.17225,-73.36456,2.315,134712.0,E:/shal_lotH_1149_20191003/result_images/120525.png
22,1,0,1,6,45.17229,-73.36459,2.42612,134720.2,E:/shal_lotH_1149_20191003/result_images/120533.png
39,1,1,3,1,45.17233,-73.36463,2.64836,134727.8,E:/shal_lotH_1149_20191003/result_images/120540.png
42,1,0,2,3,45.17237,-73.36466,2.57428,134734.7,E:/shal_lotH_1149_20191003/result_images/120548.png
12,0,0,0,0,45.17241,-73.36469,2.57428,134742.3,E:/shal_lotH_1149_20191003/result_images/120555.png
18,0,1,2,3,45.17246,-73.36472,2.6854,134750.2,E:/shal_lotH_1149_20191003/result_images/120602.png
9,0,0,1,0,45.17250,-73.36475,2.7409600000000003,134756.4,E:/shal_lotH_1149_20191003/result_images/120609.png
10,1,0,0,0,45.17254,-73.36478,2.79652,134803.4,E:/shal_lotH_1149_20191003/result_images/120615.png
8,0,0,0,1,45.17258,-73.36480,2.81504,134809.3,E:/shal_lotH_1149_20191003/result_images/120620.png
13,0,0,0,1,45.17261,-73.36483,2.778,134815.2,E:/shal_lotH_1149_20191003/result_images/120626.png
13,0,0,1,0,45.17265,-73.36486,2.79652,134821.2,E:/shal_lotH_1149_20191003/result_images/120633.png
17,0,0,0,1,45.17269,-73.36489,2.57428,134827.3,E:/shal_lotH_1149_20191003/result_images/120639.png
19,0,0,1,0,45.17272,-73.36492,2.70392,134833.6,E:/shal_lotH_1149_20191003/result_images/120645.png
9,0,0,1,0,45.17276,-73.36495,3.07432,134839.9,E:/shal_lotH_1149_20191003/result_images/120652.png
9,1,0,1,1,45.17280,-73.36497,2.81504,134846.3,E:/shal_lotH_1149_20191003/result_images/120657.png
21,0,0,1,0,45.17284,-73.36500,2.8335600000000003,134852.2,E:/shal_lotH_1149_20191003/result_images/120703.png
19,1,1,0,1,45.17287,-73.36504,3.16692,134858.2,E:/shal_lotH_1149_20191003/result_images/120710.png
13,0,0,0,0,45.17292,-73.36507,2.64836,134905.1,E:/shal_lotH_1149_20191003/result_images/120717.png
8,0,0,0,0,45.17296,-73.36510,2.9446800000000004,134911.9,E:/shal_lotH_1149_20191003/result_images/120724.png
20,0,0,1,0,45.17300,-73.36513,2.79652,134918.4,E:/shal_lotH_1149_20191003/result_images/120730.png
11,0,0,1,1,45.17304,-73.36516,2.72244,134924.3,E:/shal_lotH_1149_20191003/result_images/120736.png
7,0,0,0,0,45.17308,-73.36518,3.12988,134930.7,E:/shal_lotH_1149_20191003/result_images/120742.png
7,0,1,0,0,45.17312,-73.36521,2.8335600000000003,134936.9,E:/shal_lotH_1149_20191003/result_images/120748.png
16,0,0,0,3,45.17315,-73.36524,2.778,134943.0,E:/shal_lotH_1149_20191003/result_images/120754.png
21,0,0,0,1,45.17319,-73.36526,1.79644,134949.1,E:/shal_lotH_1149_20191003/result_images/120801.png
6,1,1,0,0,45.17321,-73.36528,1.6482800000000002,134955.6,E:/shal_lotH_1149_20191003/result_images/120807.png
16,0,0,0,0,45.17324,-73.36531,1.79644,135002.2,E:/shal_lotH_1149_20191003/result_images/120814.png
19,3,0,0,1,45.17327,-73.36533,1.8149600000000001,135008.8,E:/shal_lotH_1149_20191003/result_images/120821.png
8,0,0,0,2,45.17328,-73.36533,0.9074800000000001,135015.5,E:/shal_lotH_1149_20191003/result_images/120827.png
7,2,0,0,0,45.17329,-73.36534,1.0186000000000002,135022.0,E:/shal_lotH_1149_20191003/result_images/120833.png
15,1,0,0,1,45.17330,-73.36534,0.94452,135028.0,E:/shal_lotH_1149_20191003/result_images/120840.png
2,1,0,1,0,45.17332,-73.36536,1.62976,135034.5,E:/shal_lotH_1149_20191003/result_images/120846.png
20,0,0,1,3,45.17335,-73.36538,0.94452,135041.0,E:/shal_lotH_1149_20191003/result_images/120852.png
15,0,0,0,0,45.17335,-73.36539,0.5741200000000001,135047.0,E:/shal_lotH_1149_20191003/result_images/120900.png
5,0,0,0,0,45.17337,-73.36539,0.88896,135054.3,E:/shal_lotH_1149_20191003/result_images/120906.png
17,0,0,1,0,45.17334,-73.36538,3.48176,135101.0,E:/shal_lotH_1149_20191003/result_images/120912.png
8,0,0,0,2,45.17334,-73.36539,2.5928,135107.1,E:/shal_lotH_1149_20191003/result_images/120919.png
2,0,0,0,0,45.17339,-73.36543,3.11136,135113.8,E:/shal_lotH_1149_20191003/result_images/120925.png
2,0,0,0,0,45.17342,-73.36548,3.72252,135120.1,E:/shal_lotH_1149_20191003/result_images/120931.png
5,0,0,0,0,45.17341,-73.36557,5.426360000000001,135125.9,E:/shal_lotH_1149_20191003/result_images/120937.png
22,0,0,2,0,45.17337,-73.36564,4.85224,135131.3,E:/shal_lotH_1149_20191003/result_images/120943.png
20,0,0,0,1,45.17330,-73.36563,0.9630400000000001,135137.7,E:/shal_lotH_1149_20191003/result_images/120950.png
26,0,1,0,5,45.17329,-73.36562,0.8334,135144.7,E:/shal_lotH_1149_20191003/result_images/120957.png
17,0,0,2,2,45.17329,-73.36561,0.94452,135151.8,E:/shal_lotH_1149_20191003/result_images/121005.png
16,0,0,1,1,45.17325,-73.36560,1.77792,135159.5,E:/shal_lotH_1149_20191003/result_images/121012.png
23,1,0,1,3,45.17321,-73.36558,2.27796,135206.3,E:/shal_lotH_1149_20191003/result_images/121018.png
12,1,0,0,3,45.17319,-73.36555,1.9816400000000003,135212.8,E:/shal_lotH_1149_20191003/result_images/121025.png
26,0,0,1,7,45.17316,-73.36553,1.8149600000000001,135219.9,E:/shal_lotH_1149_20191003/result_images/121031.png
21,1,0,0,1,45.17313,-73.36551,2.2964800000000003,135226.0,E:/shal_lotH_1149_20191003/result_images/121039.png
23,2,1,0,4,45.17309,-73.36548,2.4816800000000003,135233.6,E:/shal_lotH_1149_20191003/result_images/121046.png
34,1,0,2,3,45.17305,-73.36545,2.7409600000000003,135240.4,E:/shal_lotH_1149_20191003/result_images/121053.png
21,0,0,5,4,45.17301,-73.36543,2.5002000000000004,135248.0,E:/shal_lotH_1149_20191003/result_images/121101.png
36,0,1,3,6,45.17297,-73.36539,2.5002000000000004,135255.5,E:/shal_lotH_1149_20191003/result_images/121108.png
23,0,2,1,5,45.17293,-73.36537,2.33352,135302.4,E:/shal_lotH_1149_20191003/result_images/121115.png
16,0,0,1,3,45.17289,-73.36534,2.61132,135310.0,E:/shal_lotH_1149_20191003/result_images/121123.png
10,0,1,1,2,45.17285,-73.36531,2.5002000000000004,135317.5,E:/shal_lotH_1149_20191003/result_images/121129.png
29,2,0,0,1,45.17281,-73.36529,2.8706,135324.0,E:/shal_lotH_1149_20191003/result_images/121135.png
17,0,1,1,0,45.17277,-73.36525,2.62984,135330.1,E:/shal_lotH_1149_20191003/result_images/121142.png
15,0,1,0,4,45.17273,-73.36522,2.61132,135337.1,E:/shal_lotH_1149_20191003/result_images/121149.png
21,1,0,0,1,45.17269,-73.36520,2.0186800000000003,135344.1,E:/shal_lotH_1149_20191003/result_images/121156.png
30,2,3,0,2,45.17265,-73.36517,2.6854,135350.9,E:/shal_lotH_1149_20191003/result_images/121203.png
12,1,0,0,4,45.17261,-73.36514,2.4816800000000003,135357.4,E:/shal_lotH_1149_20191003/result_images/121210.png
8,0,0,0,4,45.17257,-73.36511,2.9632000000000005,135405.1,E:/shal_lotH_1149_20191003/result_images/121217.png
37,2,2,3,11,45.17254,-73.36508,2.81504,135411.7,E:/shal_lotH_1149_20191003/result_images/121223.png
30,0,1,1,2,45.17249,-73.36503,6.0930800000000005,135418.2,E:/shal_lotH_1149_20191003/result_images/121232.png
20,0,0,0,1,45.17233,-73.36490,12.64916,135426.8,E:/shal_lotH_1149_20191003/result_images/121240.png
26,1,1,0,1,45.17201,-73.36466,19.64972,135434.6,E:/shal_lotH_1149_20191003/result_images/121247.png
20,0,0,0,1,45.17173,-73.36437,18.168120000000002,135441.9,E:/shal_lotH_1149_20191003/result_images/121254.png
18,1,0,0,2,45.17145,-73.36407,20.334960000000002,135449.2,E:/shal_lotH_1149_20191003/result_images/121301.png
38,2,0,0,8,45.17120,-73.36382,14.57524,135456.2,E:/shal_lotH_1149_20191003/result_images/121309.png
34,2,3,0,13,45.17106,-73.36362,8.630320000000001,135504.0,E:/shal_lotH_1149_20191003/result_images/121318.png
33,2,1,3,8,45.17106,-73.36358,4.1855199999999995,135512.8,E:/shal_lotH_1149_20191003/result_images/121327.png
41,0,0,0,5,45.17101,-73.36370,1.27788,135522.0,E:/shal_lotH_1149_20191003/result_images/121336.png
31,0,0,4,3,45.17098,-73.36379,1.4260400000000002,135530.5,E:/shal_lotH_1149_20191003/result_images/121344.png
21,0,0,1,7,45.17097,-73.36378,1.61124,135538.6,E:/shal_lotH_1149_20191003/result_images/121352.png
32,2,3,6,7,45.17108,-73.36366,11.537960000000002,135546.9,E:/shal_lotH_1149_20191003/result_images/121401.png
33,1,1,4,8,45.17129,-73.36387,16.37168,135555.3,E:/shal_lotH_1149_20191003/result_images/121409.png
23,2,1,3,17,45.17154,-73.36406,12.038,135603.5,E:/shal_lotH_1149_20191003/result_images/121417.png
19,1,1,2,19,45.17179,-73.36426,14.37152,135611.8,E:/shal_lotH_1149_20191003/result_images/121425.png
40,1,2,5,12,45.17202,-73.36442,10.14896,135620.1,E:/shal_lotH_1149_20191003/result_images/121433.png
23,0,0,1,15,45.17211,-73.36448,1.83348,135628.1,E:/shal_lotH_1149_20191003/result_images/121442.png
38,1,1,1,1,45.17213,-73.36450,3.3891600000000004,135636.6,E:/shal_lotH_1149_20191003/result_images/121449.png
27,0,0,0,10,45.17217,-73.36450,2.1298,135644.1,E:/shal_lotH_1149_20191003/result_images/121457.png
7,1,0,1,0,45.17221,-73.36451,2.2964800000000003,135651.8,E:/shal_lotH_1149_20191003/result_images/121505.png
19,0,0,0,1,45.17225,-73.36454,2.16684,135659.6,E:/shal_lotH_1149_20191003/result_images/121512.png
